 42, 100,  11,  10, 101, 233, 150, 237, 234
 43,  85, 101,  84,  83, 235, 238, 239, 240
 44, 101,  10,   9,  84, 237, 147, 241, 238
 45,   9,   8, 102,  84, 144, 242, 243, 241
 46,   8,   1,  39, 102, 140, 244, 245, 242
 47,  84, 102,  88,  83, 243, 246, 247, 239
 48, 102,  39,  40,  88, 245, 248, 249, 246
 49,  40,  41, 103,  88, 250, 251, 252, 249
 50,  41,   5,  42, 103, 253, 254, 255, 251
 51,  88, 103,  89,  83, 252, 256, 257, 247
 52, 103,  42,  43,  89, 255, 258, 259, 256
 53,  43,  44, 104,  89, 260, 261, 262, 259
 54,  44,  45, 105, 104, 263, 264, 265, 261
 55,  45,  46, 106, 105, 266, 267, 268, 264
 56,  46,  47, 107, 106, 269, 270, 271, 267
 57,  47,  48, 108, 107, 272, 273, 274, 270
 58,  48,  49, 109, 108, 275, 276, 277, 273
 59,  49,  50, 110, 109, 278, 279, 280, 276
 60,  50,  51, 111, 110, 281, 282, 283, 279
 61,  51,  52, 112, 111, 284, 285, 286, 282
 62,  52,   6,  53, 112, 287, 288, 289, 285
 63,  89, 104,  98,  83, 262, 290, 291, 257
 64, 104, 105,  97,  98, 265, 292, 293, 290
 65, 105, 106,  96,  97, 268, 294, 295, 292
 66, 106, 107,  95,  96, 271, 296, 297, 294
 67, 107, 108,  94,  95, 274, 298, 299, 296
 68, 108, 109,  93,  94, 277, 300, 301, 298
 69, 109, 110,  92,  93, 280, 302, 303, 300
 70, 110, 111,  91,  92, 283, 304, 305, 302
 71, 111, 112,  90,  91, 286, 306, 307, 304
 72, 112,  53,  54,  90, 289, 308, 309, 306
 73,  54,  55, 113,  90, 310, 311, 312, 309
 74,  55,  56, 114, 113, 313, 314, 315, 311
 75,  56,  57, 115, 114, 316, 317, 318, 314
 76,  57,   7,  28, 115, 319, 320, 321, 317
 77,  90, 113, 116,  91, 312, 322, 323, 307
 78, 113, 114, 117, 116, 315, 324, 325, 322
 79, 114, 115, 118, 117, 318, 326, 327, 324
 80, 115,  28,  29, 118, 321, 328, 329, 326
 81,  91, 116, 119,  92, 323, 330, 331, 305
 82, 116, 117, 120, 119, 325, 332, 333, 330
 83, 117, 118, 121, 120, 327, 334, 335, 332
 84, 118,  29,  30, 121, 329, 336, 337, 334
 85,  92, 119, 122,  93, 331, 338, 339, 303
 86, 119, 120, 123, 122, 333, 340, 341, 338
 87, 120, 121, 124, 123, 335, 342, 343, 340
 88, 121,  30,  31, 124, 337, 344, 345, 342
 89,  93, 122, 125,  94, 339, 346, 347, 301
 90, 122, 123, 126, 125, 341, 348, 349, 346
 91, 123, 124, 127, 126, 343, 350, 351, 348
 92, 124,  31,  32, 127, 345, 352, 353, 350
 93,  94, 125, 128,  95, 347, 354, 355, 299
 94, 125, 126, 129, 128, 349, 356, 357, 354
 95, 126, 127, 130, 129, 351, 358, 359, 356
 96, 127,  32,  33, 130, 353, 360, 361, 358
 97,  95, 128, 131,  96, 355, 362, 363, 297
 98, 128, 129, 132, 131, 357, 364, 365, 362
 99, 129, 130, 133, 132, 359, 366, 367, 364
100, 130,  33,  34, 133, 361, 368, 369, 366
101,  96, 131, 134,  97, 363, 370, 371, 295
102, 131, 132, 135, 134, 365, 372, 373, 370
103, 132, 133, 136, 135, 367, 374, 375, 372
104, 133,  34,  35, 136, 369, 376, 377, 374
105,  97, 134, 137,  98, 371, 378, 379, 293
106, 134, 135, 138, 137, 373, 380, 381, 378
107, 135, 136, 139, 138, 375, 382, 383, 380
108, 136,  35,  36, 139, 377, 384, 385, 382
109,  98, 137,  85,  83, 379, 386, 240, 291
110, 137, 138,  86,  85, 381, 387, 236, 386
111, 138, 139,  87,  86, 383, 388, 232, 387
112, 139,  36,  37,  87, 385, 389, 227, 388
